id,word,letter1,letter2,letter3,letter4,letter5,letter1positionalrank,letter2positionalrank,letter3positionalrank,letter4positionalrank,letter5positionalrank,letter1totalrank,letter2totalrank,letter3totalrank,letter4totalrank,letter5totalrank,positionalrarityscore,summativerarityscore,answer,positionalraritypercentile,summativeraritypercentile
2844,dildo,d,i,l,d,o,8,4,7,11,10,11,6,7,11,4,40,39,N,0.71,0.452898551
2845,dilli,d,i,l,l,i,8,4,7,6,12,11,6,7,7,6,37,37,N,0.62,0.380820228
2846,dills,d,i,l,l,s,8,4,7,6,1,11,6,7,7,1,26,32,N,0.25,0.220629047
2847,dilly,d,i,l,l,y,8,4,7,6,3,11,6,7,7,12,28,43,Y,0.31,0.590425532
2848,dimbo,d,i,m,b,o,8,4,11,17,10,11,6,15,18,4,50,54,N,0.9,0.873342584
2849,dimer,d,i,m,e,r,8,4,11,1,7,11,6,15,2,5,31,39,N,0.42,0.452898551
2850,dimes,d,i,m,e,s,8,4,11,1,1,11,6,15,2,1,25,35,N,0.22,0.312365094
2851,dimly,d,i,m,l,y,8,4,11,6,3,11,6,15,7,12,32,51,Y,0.46,0.810823312
2852,dimps,d,i,m,p,s,8,4,11,13,1,11,6,15,14,1,37,47,N,0.62,0.712997225
2853,dinar,d,i,n,a,r,8,4,5,2,7,11,6,9,3,5,26,34,N,0.25,0.2804502
2854,dined,d,i,n,e,d,8,4,5,1,4,11,6,9,2,11,22,39,N,0.14,0.452898551
2855,diner,d,i,n,e,r,8,4,5,1,7,11,6,9,2,5,25,33,Y,0.22,0.249537465
2856,dines,d,i,n,e,s,8,4,5,1,1,11,6,9,2,1,19,29,N,0.08,0.145004625
2857,dinge,d,i,n,g,e,8,4,5,12,2,11,6,9,17,2,31,45,N,0.42,0.653484428
2858,dingo,d,i,n,g,o,8,4,5,12,10,11,6,9,17,4,39,47,Y,0.68,0.712997225
2859,dings,d,i,n,g,s,8,4,5,12,1,11,6,9,17,1,30,44,N,0.39,0.624884366
2860,dingy,d,i,n,g,y,8,4,5,12,3,11,6,9,17,12,32,55,Y,0.46,0.890148011
2861,dinic,d,i,n,i,c,8,4,5,4,17,11,6,9,6,13,38,45,N,0.65,0.653484428
2862,dinks,d,i,n,k,s,8,4,5,10,1,11,6,9,19,1,28,46,N,0.31,0.684397163
2863,dinky,d,i,n,k,y,8,4,5,10,3,11,6,9,19,12,30,57,N,0.39,0.917052112
2864,dinna,d,i,n,n,a,8,4,5,5,6,11,6,9,9,3,28,38,N,0.31,0.417514647
2865,dinos,d,i,n,o,s,8,4,5,8,1,11,6,9,4,1,26,31,N,0.25,0.19164354
2866,dints,d,i,n,t,s,8,4,5,3,1,11,6,9,8,1,21,35,N,0.11,0.312365094
2867,diode,d,i,o,d,e,8,4,4,11,2,11,6,4,11,2,29,34,Y,0.35,0.2804502
2868,diols,d,i,o,l,s,8,4,4,6,1,11,6,4,7,1,23,29,N,0.17,0.145004625
2869,diota,d,i,o,t,a,8,4,4,3,6,11,6,4,8,3,25,32,N,0.22,0.220629047
2870,dippy,d,i,p,p,y,8,4,15,13,3,11,6,14,14,12,43,57,N,0.79,0.917052112
2871,dipso,d,i,p,s,o,8,4,15,9,10,11,6,14,1,4,46,36,N,0.84,0.346284305
2872,diram,d,i,r,a,m,8,4,2,2,14,11,6,5,3,15,30,40,N,0.39,0.490826395
2873,direr,d,i,r,e,r,8,4,2,1,7,11,6,5,2,5,22,29,N,0.14,0.145004625
2874,dirge,d,i,r,g,e,8,4,2,12,2,11,6,5,17,2,28,41,Y,0.31,0.52436016
2875,dirke,d,i,r,k,e,8,4,2,10,2,11,6,5,19,2,26,43,N,0.25,0.590425532
2876,dirks,d,i,r,k,s,8,4,2,10,1,11,6,5,19,1,25,42,N,0.22,0.558510638
2877,dirls,d,i,r,l,s,8,4,2,6,1,11,6,5,7,1,21,30,N,0.11,0.165895776
2878,dirts,d,i,r,t,s,8,4,2,3,1,11,6,5,8,1,18,31,N,0.06,0.19164354
2879,dirty,d,i,r,t,y,8,4,2,3,3,11,6,5,8,12,20,42,Y,0.09,0.558510638
2880,disas,d,i,s,a,s,8,4,10,2,1,11,6,1,3,1,25,22,N,0.22,0.039469627
2881,disci,d,i,s,c,i,8,4,10,14,12,11,6,1,13,6,48,37,N,0.88,0.380820228
2882,disco,d,i,s,c,o,8,4,10,14,10,11,6,1,13,4,46,35,Y,0.84,0.312365094
2883,discs,d,i,s,c,s,8,4,10,14,1,11,6,1,13,1,37,32,N,0.62,0.220629047
2884,dishy,d,i,s,h,y,8,4,10,18,3,11,6,1,16,12,43,46,N,0.79,0.684397163
2885,disks,d,i,s,k,s,8,4,10,10,1,11,6,1,19,1,33,38,N,0.49,0.417514647
2886,disme,d,i,s,m,e,8,4,10,15,2,11,6,1,15,2,39,35,N,0.68,0.312365094
2887,dital,d,i,t,a,l,8,4,9,2,9,11,6,8,3,7,32,35,N,0.46,0.312365094
2888,ditas,d,i,t,a,s,8,4,9,2,1,11,6,8,3,1,24,29,N,0.19,0.145004625
2889,ditch,d,i,t,c,h,8,4,9,14,11,11,6,8,13,16,46,54,Y,0.84,0.873342584
2890,dited,d,i,t,e,d,8,4,9,1,4,11,6,8,2,11,26,38,N,0.25,0.417514647
2891,dites,d,i,t,e,s,8,4,9,1,1,11,6,8,2,1,23,28,N,0.17,0.121877891
2892,ditsy,d,i,t,s,y,8,4,9,9,3,11,6,8,1,12,33,38,N,0.49,0.417514647
2893,ditto,d,i,t,t,o,8,4,9,3,10,11,6,8,8,4,34,37,Y,0.53,0.380820228
2894,ditts,d,i,t,t,s,8,4,9,3,1,11,6,8,8,1,25,34,N,0.22,0.2804502
2895,ditty,d,i,t,t,y,8,4,9,3,3,11,6,8,8,12,27,45,Y,0.28,0.653484428
2896,ditzy,d,i,t,z,y,8,4,9,22,3,11,6,8,23,12,46,60,N,0.84,0.947656491
2897,divan,d,i,v,a,n,8,4,19,2,8,11,6,22,3,9,41,51,N,0.74,0.810823312
2898,divas,d,i,v,a,s,8,4,19,2,1,11,6,22,3,1,34,43,N,0.53,0.590425532
2899,dived,d,i,v,e,d,8,4,19,1,4,11,6,22,2,11,36,52,N,0.59,0.832947888
2900,diver,d,i,v,e,r,8,4,19,1,7,11,6,22,2,5,39,46,Y,0.68,0.684397163
2901,dives,d,i,v,e,s,8,4,19,1,1,11,6,22,2,1,33,42,N,0.49,0.558510638
2902,divis,d,i,v,i,s,8,4,19,4,1,11,6,22,6,1,36,46,N,0.59,0.684397163
2903,divna,d,i,v,n,a,8,4,19,5,6,11,6,22,9,3,42,51,N,0.76,0.810823312
2904,divos,d,i,v,o,s,8,4,19,8,1,11,6,22,4,1,40,44,N,0.71,0.624884366
2905,divot,d,i,v,o,t,8,4,19,8,5,11,6,22,4,8,44,51,N,0.81,0.810823312
2906,divvy,d,i,v,v,y,8,4,19,20,3,11,6,22,22,12,54,73,N,0.94,0.995374653
2907,diwan,d,i,w,a,n,8,4,18,2,8,11,6,21,3,9,40,50,N,0.71,0.785769349
2908,dixie,d,i,x,i,e,8,4,23,4,2,11,6,25,6,2,41,50,N,0.74,0.785769349
2909,dixit,d,i,x,i,t,8,4,23,4,5,11,6,25,6,8,44,56,N,0.81,0.905565834
2910,diyas,d,i,y,a,s,8,4,20,2,1,11,6,12,3,1,35,33,N,0.56,0.249537465
2911,dizen,d,i,z,e,n,8,4,22,1,8,11,6,23,2,9,43,51,N,0.79,0.810823312
2912,dizzy,d,i,z,z,y,8,4,22,22,3,11,6,23,23,12,59,75,Y,0.97,0.996685168
2913,djinn,d,j,i,n,n,8,26,3,5,8,11,24,6,9,9,50,59,N,0.9,0.937557817
2914,djins,d,j,i,n,s,8,26,3,5,1,11,24,6,9,1,43,51,N,0.79,0.810823312
2915,doabs,d,o,a,b,s,8,2,1,17,1,11,4,3,18,1,29,37,N,0.35,0.380820228
2916,doats,d,o,a,t,s,8,2,1,3,1,11,4,3,8,1,15,27,N,0.03,0.103299414
2917,dobby,d,o,b,b,y,8,2,16,17,3,11,4,18,18,12,46,63,N,0.84,0.968547641
2918,dobes,d,o,b,e,s,8,2,16,1,1,11,4,18,2,1,28,36,N,0.31,0.346284305
2919,dobie,d,o,b,i,e,8,2,16,4,2,11,4,18,6,2,32,41,N,0.46,0.52436016
2920,dobla,d,o,b,l,a,8,2,16,6,6,11,4,18,7,3,38,43,N,0.65,0.590425532
2921,dobra,d,o,b,r,a,8,2,16,7,6,11,4,18,5,3,39,41,N,0.68,0.52436016
2922,dobro,d,o,b,r,o,8,2,16,7,10,11,4,18,5,4,43,42,N,0.79,0.558510638
2923,docht,d,o,c,h,t,8,2,12,18,5,11,4,13,16,8,45,52,N,0.83,0.832947888
2924,docks,d,o,c,k,s,8,2,12,10,1,11,4,13,19,1,33,48,N,0.49,0.738282455
2925,docos,d,o,c,o,s,8,2,12,8,1,11,4,13,4,1,31,33,N,0.42,0.249537465
2926,docus,d,o,c,u,s,8,2,12,16,1,11,4,13,10,1,39,39,N,0.68,0.452898551
2927,doddy,d,o,d,d,y,8,2,13,11,3,11,4,11,11,12,37,49,N,0.62,0.763259328
2928,dodge,d,o,d,g,e,8,2,13,12,2,11,4,11,17,2,37,45,Y,0.62,0.653484428
2929,dodgy,d,o,d,g,y,8,2,13,12,3,11,4,11,17,12,38,55,Y,0.65,0.890148011
2930,dodos,d,o,d,o,s,8,2,13,8,1,11,4,11,4,1,32,31,N,0.46,0.19164354
2931,doeks,d,o,e,k,s,8,2,6,10,1,11,4,2,19,1,27,37,N,0.28,0.380820228
2932,doers,d,o,e,r,s,8,2,6,7,1,11,4,2,5,1,24,23,N,0.19,0.049105766
2933,doest,d,o,e,s,t,8,2,6,9,5,11,4,2,1,8,30,26,N,0.39,0.0871107
2934,doeth,d,o,e,t,h,8,2,6,3,11,11,4,2,8,16,30,41,N,0.39,0.52436016
2935,doffs,d,o,f,f,s,8,2,21,19,1,11,4,20,20,1,51,56,N,0.91,0.905565834
2936,dogan,d,o,g,a,n,8,2,14,2,8,11,4,17,3,9,34,44,N,0.53,0.624884366
2937,doges,d,o,g,e,s,8,2,14,1,1,11,4,17,2,1,26,35,N,0.25,0.312365094
2938,dogey,d,o,g,e,y,8,2,14,1,3,11,4,17,2,12,28,46,N,0.31,0.684397163
2939,doggo,d,o,g,g,o,8,2,14,12,10,11,4,17,17,4,46,53,N,0.84,0.852605612
2940,doggy,d,o,g,g,y,8,2,14,12,3,11,4,17,17,12,39,61,N,0.68,0.956213383
2941,dogie,d,o,g,i,e,8,2,14,4,2,11,4,17,6,2,30,40,N,0.39,0.490826395
2942,dogma,d,o,g,m,a,8,2,14,15,6,11,4,17,15,3,45,50,Y,0.83,0.785769349
2943,dohyo,d,o,h,y,o,8,2,24,23,10,11,4,16,12,4,67,47,N,0.99,0.712997225
2944,doilt,d,o,i,l,t,8,2,3,6,5,11,4,6,7,8,24,36,N,0.19,0.346284305
2945,doily,d,o,i,l,y,8,2,3,6,3,11,4,6,7,12,22,40,N,0.14,0.490826395
2946,doing,d,o,i,n,g,8,2,3,5,16,11,4,6,9,17,34,47,Y,0.53,0.712997225
2947,doits,d,o,i,t,s,8,2,3,3,1,11,4,6,8,1,17,30,N,0.05,0.165895776
2948,dojos,d,o,j,o,s,8,2,25,8,1,11,4,24,4,1,44,44,N,0.81,0.624884366
2949,dolce,d,o,l,c,e,8,2,7,14,2,11,4,7,13,2,33,37,N,0.49,0.380820228
2950,dolci,d,o,l,c,i,8,2,7,14,12,11,4,7,13,6,43,41,N,0.79,0.52436016
2951,doled,d,o,l,e,d,8,2,7,1,4,11,4,7,2,11,22,35,N,0.14,0.312365094
2952,doles,d,o,l,e,s,8,2,7,1,1,11,4,7,2,1,19,25,N,0.08,0.073851372
2953,dolia,d,o,l,i,a,8,2,7,4,6,11,4,7,6,3,27,31,N,0.28,0.19164354
2954,dolls,d,o,l,l,s,8,2,7,6,1,11,4,7,7,1,24,30,N,0.19,0.165895776
2955,dolly,d,o,l,l,y,8,2,7,6,3,11,4,7,7,12,26,41,Y,0.25,0.52436016
2956,dolma,d,o,l,m,a,8,2,7,15,6,11,4,7,15,3,38,40,N,0.65,0.490826395
2957,dolor,d,o,l,o,r,8,2,7,8,7,11,4,7,4,5,32,31,N,0.46,0.19164354
2958,dolos,d,o,l,o,s,8,2,7,8,1,11,4,7,4,1,26,27,N,0.25,0.103299414
2959,dolts,d,o,l,t,s,8,2,7,3,1,11,4,7,8,1,21,31,N,0.11,0.19164354
2960,domal,d,o,m,a,l,8,2,11,2,9,11,4,15,3,7,32,40,N,0.46,0.490826395
2961,domed,d,o,m,e,d,8,2,11,1,4,11,4,15,2,11,26,43,N,0.25,0.590425532
2962,domes,d,o,m,e,s,8,2,11,1,1,11,4,15,2,1,23,33,N,0.17,0.249537465
2963,domic,d,o,m,i,c,8,2,11,4,17,11,4,15,6,13,42,49,N,0.76,0.763259328
2964,donah,d,o,n,a,h,8,2,5,2,11,11,4,9,3,16,28,43,N,0.31,0.590425532
2965,donas,d,o,n,a,s,8,2,5,2,1,11,4,9,3,1,18,28,N,0.06,0.121877891
2966,donee,d,o,n,e,e,8,2,5,1,2,11,4,9,2,2,18,28,N,0.06,0.121877891
2967,doner,d,o,n,e,r,8,2,5,1,7,11,4,9,2,5,23,31,N,0.17,0.19164354
2968,donga,d,o,n,g,a,8,2,5,12,6,11,4,9,17,3,33,44,N,0.49,0.624884366
2969,dongs,d,o,n,g,s,8,2,5,12,1,11,4,9,17,1,28,42,N,0.31,0.558510638
2970,donko,d,o,n,k,o,8,2,5,10,10,11,4,9,19,4,35,47,N,0.56,0.712997225
2971,donna,d,o,n,n,a,8,2,5,5,6,11,4,9,9,3,26,36,N,0.25,0.346284305
2972,donne,d,o,n,n,e,8,2,5,5,2,11,4,9,9,2,22,35,N,0.14,0.312365094
2973,donny,d,o,n,n,y,8,2,5,5,3,11,4,9,9,12,23,45,N,0.17,0.653484428
2974,donor,d,o,n,o,r,8,2,5,8,7,11,4,9,4,5,30,33,Y,0.39,0.249537465
2975,donsy,d,o,n,s,y,8,2,5,9,3,11,4,9,1,12,27,37,N,0.28,0.380820228
2976,donut,d,o,n,u,t,8,2,5,16,5,11,4,9,10,8,36,42,Y,0.59,0.558510638
2977,doobs,d,o,o,b,s,8,2,4,17,1,11,4,4,18,1,32,38,N,0.46,0.417514647
2978,dooce,d,o,o,c,e,8,2,4,14,2,11,4,4,13,2,30,34,N,0.39,0.2804502
2979,doody,d,o,o,d,y,8,2,4,11,3,11,4,4,11,12,28,42,N,0.31,0.558510638
2980,dooks,d,o,o,k,s,8,2,4,10,1,11,4,4,19,1,25,39,N,0.22,0.452898551
2981,doole,d,o,o,l,e,8,2,4,6,2,11,4,4,7,2,22,28,N,0.14,0.121877891
2982,dools,d,o,o,l,s,8,2,4,6,1,11,4,4,7,1,21,27,N,0.11,0.103299414
2983,dooly,d,o,o,l,y,8,2,4,6,3,11,4,4,7,12,23,38,N,0.17,0.417514647
2984,dooms,d,o,o,m,s,8,2,4,15,1,11,4,4,15,1,30,35,N,0.39,0.312365094
2985,doomy,d,o,o,m,y,8,2,4,15,3,11,4,4,15,12,32,46,N,0.46,0.684397163
2986,doona,d,o,o,n,a,8,2,4,5,6,11,4,4,9,3,25,31,N,0.22,0.19164354
2987,doorn,d,o,o,r,n,8,2,4,7,8,11,4,4,5,9,29,33,N,0.35,0.249537465
2988,doors,d,o,o,r,s,8,2,4,7,1,11,4,4,5,1,22,25,N,0.14,0.073851372
2989,doozy,d,o,o,z,y,8,2,4,22,3,11,4,4,23,12,39,54,N,0.68,0.873342584
2990,dopas,d,o,p,a,s,8,2,15,2,1,11,4,14,3,1,28,33,N,0.31,0.249537465
2991,doped,d,o,p,e,d,8,2,15,1,4,11,4,14,2,11,30,42,N,0.39,0.558510638
2992,doper,d,o,p,e,r,8,2,15,1,7,11,4,14,2,5,33,36,N,0.49,0.346284305
2993,dopes,d,o,p,e,s,8,2,15,1,1,11,4,14,2,1,27,32,N,0.28,0.220629047
2994,dopey,d,o,p,e,y,8,2,15,1,3,11,4,14,2,12,29,43,Y,0.35,0.590425532
2995,dorad,d,o,r,a,d,8,2,2,2,4,11,4,5,3,11,18,34,N,0.06,0.2804502
2996,dorba,d,o,r,b,a,8,2,2,17,6,11,4,5,18,3,35,41,N,0.56,0.52436016
2997,dorbs,d,o,r,b,s,8,2,2,17,1,11,4,5,18,1,30,39,N,0.39,0.452898551
2998,doree,d,o,r,e,e,8,2,2,1,2,11,4,5,2,2,15,24,N,0.03,0.060206599
2999,dores,d,o,r,e,s,8,2,2,1,1,11,4,5,2,1,14,23,N,0.02,0.049105766
3000,doric,d,o,r,i,c,8,2,2,4,17,11,4,5,6,13,33,39,N,0.49,0.452898551
3001,doris,d,o,r,i,s,8,2,2,4,1,11,4,5,6,1,17,27,N,0.05,0.103299414
3002,dorks,d,o,r,k,s,8,2,2,10,1,11,4,5,19,1,23,40,N,0.17,0.490826395
3003,dorky,d,o,r,k,y,8,2,2,10,3,11,4,5,19,12,25,51,N,0.22,0.810823312
3004,dorms,d,o,r,m,s,8,2,2,15,1,11,4,5,15,1,28,36,N,0.31,0.346284305
3005,dormy,d,o,r,m,y,8,2,2,15,3,11,4,5,15,12,30,47,N,0.39,0.712997225
3006,dorps,d,o,r,p,s,8,2,2,13,1,11,4,5,14,1,26,35,N,0.25,0.312365094
3007,dorrs,d,o,r,r,s,8,2,2,7,1,11,4,5,5,1,20,26,N,0.09,0.0871107
3008,dorsa,d,o,r,s,a,8,2,2,9,6,11,4,5,1,3,27,24,N,0.28,0.060206599
3009,dorse,d,o,r,s,e,8,2,2,9,2,11,4,5,1,2,23,23,N,0.17,0.049105766
3010,dorts,d,o,r,t,s,8,2,2,3,1,11,4,5,8,1,16,29,N,0.03,0.145004625
3011,dorty,d,o,r,t,y,8,2,2,3,3,11,4,5,8,12,18,40,N,0.06,0.490826395
3012,dosai,d,o,s,a,i,8,2,10,2,12,11,4,1,3,6,34,25,N,0.53,0.073851372
3013,dosas,d,o,s,a,s,8,2,10,2,1,11,4,1,3,1,23,20,N,0.17,0.02351218
3014,dosed,d,o,s,e,d,8,2,10,1,4,11,4,1,2,11,25,29,N,0.22,0.145004625
3015,doseh,d,o,s,e,h,8,2,10,1,11,11,4,1,2,16,32,34,N,0.46,0.2804502
3016,doser,d,o,s,e,r,8,2,10,1,7,11,4,1,2,5,28,23,N,0.31,0.049105766
3017,doses,d,o,s,e,s,8,2,10,1,1,11,4,1,2,1,22,19,N,0.14,0.018809744
3018,dosha,d,o,s,h,a,8,2,10,18,6,11,4,1,16,3,44,35,N,0.81,0.312365094
3019,dotal,d,o,t,a,l,8,2,9,2,9,11,4,8,3,7,30,33,N,0.39,0.249537465
3020,doted,d,o,t,e,d,8,2,9,1,4,11,4,8,2,11,24,36,N,0.19,0.346284305
3021,doter,d,o,t,e,r,8,2,9,1,7,11,4,8,2,5,27,30,N,0.28,0.165895776
3022,dotes,d,o,t,e,s,8,2,9,1,1,11,4,8,2,1,21,26,N,0.11,0.0871107
3023,dotty,d,o,t,t,y,8,2,9,3,3,11,4,8,8,12,25,43,N,0.22,0.590425532
3024,douar,d,o,u,a,r,8,2,8,2,7,11,4,10,3,5,27,33,N,0.28,0.249537465
3025,doubt,d,o,u,b,t,8,2,8,17,5,11,4,10,18,8,40,51,Y,0.71,0.810823312
3026,douce,d,o,u,c,e,8,2,8,14,2,11,4,10,13,2,34,40,N,0.53,0.490826395
3027,doucs,d,o,u,c,s,8,2,8,14,1,11,4,10,13,1,33,39,N,0.49,0.452898551
3028,dough,d,o,u,g,h,8,2,8,12,11,11,4,10,17,16,41,58,Y,0.74,0.928230034
3029,douks,d,o,u,k,s,8,2,8,10,1,11,4,10,19,1,29,45,N,0.35,0.653484428
3030,doula,d,o,u,l,a,8,2,8,6,6,11,4,10,7,3,30,35,N,0.39,0.312365094
3031,douma,d,o,u,m,a,8,2,8,15,6,11,4,10,15,3,39,43,N,0.68,0.590425532
3032,doums,d,o,u,m,s,8,2,8,15,1,11,4,10,15,1,34,41,N,0.53,0.52436016
3033,doups,d,o,u,p,s,8,2,8,13,1,11,4,10,14,1,32,40,N,0.46,0.490826395
3034,doura,d,o,u,r,a,8,2,8,7,6,11,4,10,5,3,31,33,N,0.42,0.249537465
3035,douse,d,o,u,s,e,8,2,8,9,2,11,4,10,1,2,29,28,N,0.35,0.121877891
3036,douts,d,o,u,t,s,8,2,8,3,1,11,4,10,8,1,22,34,N,0.14,0.2804502
3037,doved,d,o,v,e,d,8,2,19,1,4,11,4,22,2,11,34,50,N,0.53,0.785769349
3038,doven,d,o,v,e,n,8,2,19,1,8,11,4,22,2,9,38,48,N,0.65,0.738282455
3039,dover,d,o,v,e,r,8,2,19,1,7,11,4,22,2,5,37,44,N,0.62,0.624884366
3040,doves,d,o,v,e,s,8,2,19,1,1,11,4,22,2,1,31,40,N,0.42,0.490826395
3041,dovie,d,o,v,i,e,8,2,19,4,2,11,4,22,6,2,35,45,N,0.56,0.653484428
3042,dowar,d,o,w,a,r,8,2,18,2,7,11,4,21,3,5,37,44,N,0.62,0.624884366
3043,dowds,d,o,w,d,s,8,2,18,11,1,11,4,21,11,1,40,48,N,0.71,0.738282455
3044,dowdy,d,o,w,d,y,8,2,18,11,3,11,4,21,11,12,42,59,Y,0.76,0.937557817
3045,dowed,d,o,w,e,d,8,2,18,1,4,11,4,21,2,11,33,49,N,0.49,0.763259328
3046,dowel,d,o,w,e,l,8,2,18,1,9,11,4,21,2,7,38,45,Y,0.65,0.653484428
3047,dower,d,o,w,e,r,8,2,18,1,7,11,4,21,2,5,36,43,N,0.59,0.590425532
3048,dowie,d,o,w,i,e,8,2,18,4,2,11,4,21,6,2,34,44,N,0.53,0.624884366
3049,dowle,d,o,w,l,e,8,2,18,6,2,11,4,21,7,2,36,45,N,0.59,0.653484428
3050,dowls,d,o,w,l,s,8,2,18,6,1,11,4,21,7,1,35,44,N,0.56,0.624884366
3051,dowly,d,o,w,l,y,8,2,18,6,3,11,4,21,7,12,37,55,N,0.62,0.890148011
3052,downa,d,o,w,n,a,8,2,18,5,6,11,4,21,9,3,39,48,N,0.68,0.738282455
3053,downs,d,o,w,n,s,8,2,18,5,1,11,4,21,9,1,34,46,N,0.53,0.684397163
3054,downy,d,o,w,n,y,8,2,18,5,3,11,4,21,9,12,36,57,Y,0.59,0.917052112
3055,dowps,d,o,w,p,s,8,2,18,13,1,11,4,21,14,1,42,51,N,0.76,0.810823312
3056,dowry,d,o,w,r,y,8,2,18,7,3,11,4,21,5,12,38,53,Y,0.65,0.852605612
3057,dowse,d,o,w,s,e,8,2,18,9,2,11,4,21,1,2,39,39,N,0.68,0.452898551
3058,dowts,d,o,w,t,s,8,2,18,3,1,11,4,21,8,1,32,45,N,0.46,0.653484428
3059,doxed,d,o,x,e,d,8,2,23,1,4,11,4,25,2,11,38,53,N,0.65,0.852605612
3060,doxes,d,o,x,e,s,8,2,23,1,1,11,4,25,2,1,35,43,N,0.56,0.590425532
3061,doxie,d,o,x,i,e,8,2,23,4,2,11,4,25,6,2,39,48,N,0.68,0.738282455
3062,doyen,d,o,y,e,n,8,2,20,1,8,11,4,12,2,9,39,38,N,0.68,0.417514647
3063,doyly,d,o,y,l,y,8,2,20,6,3,11,4,12,7,12,39,46,N,0.68,0.684397163
3064,dozed,d,o,z,e,d,8,2,22,1,4,11,4,23,2,11,37,51,N,0.62,0.810823312
3065,dozen,d,o,z,e,n,8,2,22,1,8,11,4,23,2,9,41,49,Y,0.74,0.763259328
3066,dozer,d,o,z,e,r,8,2,22,1,7,11,4,23,2,5,40,45,N,0.71,0.653484428
3067,dozes,d,o,z,e,s,8,2,22,1,1,11,4,23,2,1,34,41,N,0.53,0.52436016
3068,drabs,d,r,a,b,s,8,6,1,17,1,11,5,3,18,1,33,38,N,0.49,0.417514647
3069,drack,d,r,a,c,k,8,6,1,14,13,11,5,3,13,19,42,51,N,0.76,0.810823312
3070,draco,d,r,a,c,o,8,6,1,14,10,11,5,3,13,4,39,36,N,0.68,0.346284305
3071,draff,d,r,a,f,f,8,6,1,19,18,11,5,3,20,20,52,59,N,0.92,0.937557817
3072,draft,d,r,a,f,t,8,6,1,19,5,11,5,3,20,8,39,47,Y,0.68,0.712997225
3073,drags,d,r,a,g,s,8,6,1,12,1,11,5,3,17,1,28,37,N,0.31,0.380820228
3074,drail,d,r,a,i,l,8,6,1,4,9,11,5,3,6,7,28,32,N,0.31,0.220629047
3075,drain,d,r,a,i,n,8,6,1,4,8,11,5,3,6,9,27,34,Y,0.28,0.2804502
3076,drake,d,r,a,k,e,8,6,1,10,2,11,5,3,19,2,27,40,Y,0.28,0.490826395
3077,drama,d,r,a,m,a,8,6,1,15,6,11,5,3,15,3,36,37,Y,0.59,0.380820228
3078,drams,d,r,a,m,s,8,6,1,15,1,11,5,3,15,1,31,35,N,0.42,0.312365094
3079,drank,d,r,a,n,k,8,6,1,5,13,11,5,3,9,19,33,47,Y,0.49,0.712997225
3080,drant,d,r,a,n,t,8,6,1,5,5,11,5,3,9,8,25,36,N,0.22,0.346284305
3081,drape,d,r,a,p,e,8,6,1,13,2,11,5,3,14,2,30,35,Y,0.39,0.312365094
3082,draps,d,r,a,p,s,8,6,1,13,1,11,5,3,14,1,29,34,N,0.35,0.2804502
3083,drats,d,r,a,t,s,8,6,1,3,1,11,5,3,8,1,19,28,N,0.08,0.121877891
3084,drave,d,r,a,v,e,8,6,1,20,2,11,5,3,22,2,37,43,N,0.62,0.590425532
3085,drawl,d,r,a,w,l,8,6,1,21,9,11,5,3,21,7,45,47,Y,0.83,0.712997225
3086,drawn,d,r,a,w,n,8,6,1,21,8,11,5,3,21,9,44,49,Y,0.81,0.763259328
3087,draws,d,r,a,w,s,8,6,1,21,1,11,5,3,21,1,37,41,N,0.62,0.52436016
3088,drays,d,r,a,y,s,8,6,1,23,1,11,5,3,12,1,39,32,N,0.68,0.220629047
3089,dread,d,r,e,a,d,8,6,6,2,4,11,5,2,3,11,26,32,Y,0.25,0.220629047
3090,dream,d,r,e,a,m,8,6,6,2,14,11,5,2,3,15,36,36,Y,0.59,0.346284305
3091,drear,d,r,e,a,r,8,6,6,2,7,11,5,2,3,5,29,26,N,0.35,0.0871107
3092,dreck,d,r,e,c,k,8,6,6,14,13,11,5,2,13,19,47,50,N,0.86,0.785769349
3093,dreed,d,r,e,e,d,8,6,6,1,4,11,5,2,2,11,25,31,N,0.22,0.19164354
3094,dreer,d,r,e,e,r,8,6,6,1,7,11,5,2,2,5,28,25,N,0.31,0.073851372
3095,drees,d,r,e,e,s,8,6,6,1,1,11,5,2,2,1,22,21,N,0.14,0.030835646
3096,dregs,d,r,e,g,s,8,6,6,12,1,11,5,2,17,1,33,36,N,0.49,0.346284305
3097,dreks,d,r,e,k,s,8,6,6,10,1,11,5,2,19,1,31,38,N,0.42,0.417514647
3098,drent,d,r,e,n,t,8,6,6,5,5,11,5,2,9,8,30,35,N,0.39,0.312365094
3099,drere,d,r,e,r,e,8,6,6,7,2,11,5,2,5,2,29,25,N,0.35,0.073851372
3100,dress,d,r,e,s,s,8,6,6,9,1,11,5,2,1,1,30,20,Y,0.39,0.02351218
3101,drest,d,r,e,s,t,8,6,6,9,5,11,5,2,1,8,34,27,N,0.53,0.103299414
3102,dreys,d,r,e,y,s,8,6,6,23,1,11,5,2,12,1,44,31,N,0.81,0.19164354
3103,dribs,d,r,i,b,s,8,6,3,17,1,11,5,6,18,1,35,41,N,0.56,0.52436016
3104,drice,d,r,i,c,e,8,6,3,14,2,11,5,6,13,2,33,37,N,0.49,0.380820228
3105,dried,d,r,i,e,d,8,6,3,1,4,11,5,6,2,11,22,35,Y,0.14,0.312365094
