id,word,letter1,letter2,letter3,letter4,letter5,letter1rank,letter2rank,letter3rank,letter4rank,letter5rank,totalrank
2968,feese,f,e,e,s,e,12,3,7,13,2,37
2969,feeze,f,e,e,z,e,12,3,7,21,2,45
2970,fehme,f,e,h,m,e,12,3,24,14,2,55
2971,feint,f,e,i,n,t,12,3,4,6,6,31
2972,feist,f,e,i,s,t,12,3,4,13,6,38
2973,felch,f,e,l,c,h,12,3,6,16,12,49
2974,felid,f,e,l,i,d,12,3,6,4,4,29
2975,fells,f,e,l,l,s,12,3,6,5,1,27
2976,felly,f,e,l,l,y,12,3,6,5,3,29
2977,felts,f,e,l,t,s,12,3,6,3,1,25
2978,felty,f,e,l,t,y,12,3,6,3,3,27
2979,femal,f,e,m,a,l,12,3,11,2,10,38
2980,femes,f,e,m,e,s,12,3,11,1,1,28
2981,femmy,f,e,m,m,y,12,3,11,14,3,43
2982,fends,f,e,n,d,s,12,3,3,10,1,29
2983,fendy,f,e,n,d,y,12,3,3,10,3,31
2984,fenis,f,e,n,i,s,12,3,3,4,1,23
2985,fenks,f,e,n,k,s,12,3,3,9,1,28
2986,fenny,f,e,n,n,y,12,3,3,6,3,27
2987,fents,f,e,n,t,s,12,3,3,3,1,22
2988,feods,f,e,o,d,s,12,3,5,10,1,31
2989,feoff,f,e,o,f,f,12,3,5,19,20,59
2990,ferer,f,e,r,e,r,12,3,1,1,7,24
2991,feres,f,e,r,e,s,12,3,1,1,1,18
2992,feria,f,e,r,i,a,12,3,1,4,5,25
2993,ferly,f,e,r,l,y,12,3,1,5,3,24
2994,fermi,f,e,r,m,i,12,3,1,14,11,41
2995,ferms,f,e,r,m,s,12,3,1,14,1,31
2996,ferns,f,e,r,n,s,12,3,1,6,1,23
2997,ferny,f,e,r,n,y,12,3,1,6,3,25
2998,fesse,f,e,s,s,e,12,3,10,13,2,40
2999,festa,f,e,s,t,a,12,3,10,3,5,33
3000,fests,f,e,s,t,s,12,3,10,3,1,29
3001,festy,f,e,s,t,y,12,3,10,3,3,31
3002,fetas,f,e,t,a,s,12,3,8,2,1,26
3003,feted,f,e,t,e,d,12,3,8,1,4,28
3004,fetes,f,e,t,e,s,12,3,8,1,1,25
3005,fetor,f,e,t,o,r,12,3,8,8,7,38
3006,fetta,f,e,t,t,a,12,3,8,3,5,31
3007,fetts,f,e,t,t,s,12,3,8,3,1,27
3008,fetwa,f,e,t,w,a,12,3,8,23,5,51
3009,feuar,f,e,u,a,r,12,3,9,2,7,33
3010,feuds,f,e,u,d,s,12,3,9,10,1,35
3011,feued,f,e,u,e,d,12,3,9,1,4,29
3012,feyed,f,e,y,e,d,12,3,20,1,4,40
3013,feyer,f,e,y,e,r,12,3,20,1,7,43
3014,feyly,f,e,y,l,y,12,3,20,5,3,43
3015,fezes,f,e,z,e,s,12,3,22,1,1,39
3016,fezzy,f,e,z,z,y,12,3,22,21,3,61
3017,fiars,f,i,a,r,s,12,4,2,7,1,26
3018,fiats,f,i,a,t,s,12,4,2,3,1,22
3019,fibro,f,i,b,r,o,12,4,16,7,9,48
3020,fices,f,i,c,e,s,12,4,12,1,1,30
3021,fiche,f,i,c,h,e,12,4,12,18,2,48
3022,fichu,f,i,c,h,u,12,4,12,18,18,64
3023,ficin,f,i,c,i,n,12,4,12,4,8,40
3024,ficos,f,i,c,o,s,12,4,12,8,1,37
3025,fides,f,i,d,e,s,12,4,13,1,1,31
3026,fidge,f,i,d,g,e,12,4,13,12,2,43
3027,fidos,f,i,d,o,s,12,4,13,8,1,38
3028,fiefs,f,i,e,f,s,12,4,7,19,1,43
3029,fient,f,i,e,n,t,12,4,7,6,6,35
3030,fiere,f,i,e,r,e,12,4,7,7,2,32
3031,fiers,f,i,e,r,s,12,4,7,7,1,31
3032,fiest,f,i,e,s,t,12,4,7,13,6,42
3033,fifed,f,i,f,e,d,12,4,21,1,4,42
3034,fifer,f,i,f,e,r,12,4,21,1,7,45
3035,fifes,f,i,f,e,s,12,4,21,1,1,39
3036,fifis,f,i,f,i,s,12,4,21,4,1,42
3037,figgy,f,i,g,g,y,12,4,15,12,3,46
3038,figos,f,i,g,o,s,12,4,15,8,1,40
3039,fiked,f,i,k,e,d,12,4,17,1,4,38
3040,fikes,f,i,k,e,s,12,4,17,1,1,35
3041,filar,f,i,l,a,r,12,4,6,2,7,31
3042,filch,f,i,l,c,h,12,4,6,16,12,50
3043,filed,f,i,l,e,d,12,4,6,1,4,27
3044,files,f,i,l,e,s,12,4,6,1,1,24
3045,filii,f,i,l,i,i,12,4,6,4,11,37
3046,filks,f,i,l,k,s,12,4,6,9,1,32
3047,fille,f,i,l,l,e,12,4,6,5,2,29
3048,fillo,f,i,l,l,o,12,4,6,5,9,36
3049,fills,f,i,l,l,s,12,4,6,5,1,28
3050,filmi,f,i,l,m,i,12,4,6,14,11,47
3051,films,f,i,l,m,s,12,4,6,14,1,37
3052,filos,f,i,l,o,s,12,4,6,8,1,31
3053,filum,f,i,l,u,m,12,4,6,15,14,51
3054,finca,f,i,n,c,a,12,4,3,16,5,40
3055,finds,f,i,n,d,s,12,4,3,10,1,30
3056,fined,f,i,n,e,d,12,4,3,1,4,24
3057,fines,f,i,n,e,s,12,4,3,1,1,21
3058,finis,f,i,n,i,s,12,4,3,4,1,24
3059,finks,f,i,n,k,s,12,4,3,9,1,29
3060,finny,f,i,n,n,y,12,4,3,6,3,28
3061,finos,f,i,n,o,s,12,4,3,8,1,28
3062,fiord,f,i,o,r,d,12,4,5,7,4,32
3063,fiqhs,f,i,q,h,s,12,4,26,18,1,61
3064,fique,f,i,q,u,e,12,4,26,15,2,59
3065,fired,f,i,r,e,d,12,4,1,1,4,22
3066,firer,f,i,r,e,r,12,4,1,1,7,25
3067,fires,f,i,r,e,s,12,4,1,1,1,19
3068,firie,f,i,r,i,e,12,4,1,4,2,23
3069,firks,f,i,r,k,s,12,4,1,9,1,27
3070,firms,f,i,r,m,s,12,4,1,14,1,32
3071,firns,f,i,r,n,s,12,4,1,6,1,24
3072,firry,f,i,r,r,y,12,4,1,7,3,27
3073,firth,f,i,r,t,h,12,4,1,3,12,32
3074,fiscs,f,i,s,c,s,12,4,10,16,1,43
3075,fisks,f,i,s,k,s,12,4,10,9,1,36
3076,fists,f,i,s,t,s,12,4,10,3,1,30
3077,fisty,f,i,s,t,y,12,4,10,3,3,32
3078,fitch,f,i,t,c,h,12,4,8,16,12,52
3079,fitly,f,i,t,l,y,12,4,8,5,3,32
3080,fitna,f,i,t,n,a,12,4,8,6,5,35
3081,fitte,f,i,t,t,e,12,4,8,3,2,29
3082,fitts,f,i,t,t,s,12,4,8,3,1,28
3083,fiver,f,i,v,e,r,12,4,19,1,7,43
3084,fives,f,i,v,e,s,12,4,19,1,1,37
3085,fixed,f,i,x,e,d,12,4,23,1,4,44
3086,fixes,f,i,x,e,s,12,4,23,1,1,41
3087,fixit,f,i,x,i,t,12,4,23,4,6,49
3088,fjeld,f,j,e,l,d,12,26,7,5,4,54
3089,flabs,f,l,a,b,s,12,7,2,17,1,39
3090,flaff,f,l,a,f,f,12,7,2,19,20,60
3091,flags,f,l,a,g,s,12,7,2,12,1,34
3092,flaks,f,l,a,k,s,12,7,2,9,1,31
3093,flamm,f,l,a,m,m,12,7,2,14,14,49
3094,flams,f,l,a,m,s,12,7,2,14,1,36
3095,flamy,f,l,a,m,y,12,7,2,14,3,38
3096,flane,f,l,a,n,e,12,7,2,6,2,29
3097,flans,f,l,a,n,s,12,7,2,6,1,28
3098,flaps,f,l,a,p,s,12,7,2,11,1,33
3099,flary,f,l,a,r,y,12,7,2,7,3,31
3100,flats,f,l,a,t,s,12,7,2,3,1,25
3101,flava,f,l,a,v,a,12,7,2,20,5,46
3102,flawn,f,l,a,w,n,12,7,2,23,8,52
3103,flaws,f,l,a,w,s,12,7,2,23,1,45
3104,flawy,f,l,a,w,y,12,7,2,23,3,47
3105,flaxy,f,l,a,x,y,12,7,2,25,3,49
3106,flays,f,l,a,y,s,12,7,2,22,1,44
3107,fleam,f,l,e,a,m,12,7,7,2,14,42
3108,fleas,f,l,e,a,s,12,7,7,2,1,29
3109,fleek,f,l,e,e,k,12,7,7,1,13,40
3110,fleer,f,l,e,e,r,12,7,7,1,7,34
3111,flees,f,l,e,e,s,12,7,7,1,1,28
3112,flegs,f,l,e,g,s,12,7,7,12,1,39
3113,fleme,f,l,e,m,e,12,7,7,14,2,42
3114,fleur,f,l,e,u,r,12,7,7,15,7,48
3115,flews,f,l,e,w,s,12,7,7,23,1,50
3116,flexi,f,l,e,x,i,12,7,7,25,11,62
3117,flexo,f,l,e,x,o,12,7,7,25,9,60
3118,fleys,f,l,e,y,s,12,7,7,22,1,49
3119,flics,f,l,i,c,s,12,7,4,16,1,40
3120,flied,f,l,i,e,d,12,7,4,1,4,28
3121,flies,f,l,i,e,s,12,7,4,1,1,25
3122,flimp,f,l,i,m,p,12,7,4,14,17,54
3123,flims,f,l,i,m,s,12,7,4,14,1,38
3124,flips,f,l,i,p,s,12,7,4,11,1,35
3125,flirs,f,l,i,r,s,12,7,4,7,1,31
3126,flisk,f,l,i,s,k,12,7,4,13,13,49
3127,flite,f,l,i,t,e,12,7,4,3,2,28
3128,flits,f,l,i,t,s,12,7,4,3,1,27
3129,flitt,f,l,i,t,t,12,7,4,3,6,32
3130,flobs,f,l,o,b,s,12,7,5,17,1,42
3131,flocs,f,l,o,c,s,12,7,5,16,1,41
3132,floes,f,l,o,e,s,12,7,5,1,1,26
3133,flogs,f,l,o,g,s,12,7,5,12,1,37
3134,flong,f,l,o,n,g,12,7,5,6,15,45
3135,flops,f,l,o,p,s,12,7,5,11,1,36
3136,flors,f,l,o,r,s,12,7,5,7,1,32
3137,flory,f,l,o,r,y,12,7,5,7,3,34
3138,flosh,f,l,o,s,h,12,7,5,13,12,49
3139,flota,f,l,o,t,a,12,7,5,3,5,32
3140,flote,f,l,o,t,e,12,7,5,3,2,29
3141,flows,f,l,o,w,s,12,7,5,23,1,48
3142,flubs,f,l,u,b,s,12,7,9,17,1,46
3143,flued,f,l,u,e,d,12,7,9,1,4,33
3144,flues,f,l,u,e,s,12,7,9,1,1,30
3145,fluey,f,l,u,e,y,12,7,9,1,3,32
3146,fluky,f,l,u,k,y,12,7,9,9,3,40
3147,flump,f,l,u,m,p,12,7,9,14,17,59
3148,fluor,f,l,u,o,r,12,7,9,8,7,43
3149,flurr,f,l,u,r,r,12,7,9,7,7,42
3150,fluty,f,l,u,t,y,12,7,9,3,3,34
3151,fluyt,f,l,u,y,t,12,7,9,22,6,56
3152,flyby,f,l,y,b,y,12,7,20,17,3,59
3153,flype,f,l,y,p,e,12,7,20,11,2,52
3154,flyte,f,l,y,t,e,12,7,20,3,2,44
3155,foals,f,o,a,l,s,12,2,2,5,1,22
3156,foams,f,o,a,m,s,12,2,2,14,1,31
3157,foehn,f,o,e,h,n,12,2,7,18,8,47
3158,fogey,f,o,g,e,y,12,2,15,1,3,33
3159,fogie,f,o,g,i,e,12,2,15,4,2,35
3160,fogle,f,o,g,l,e,12,2,15,5,2,36
3161,fogou,f,o,g,o,u,12,2,15,8,18,55
3162,fohns,f,o,h,n,s,12,2,24,6,1,45
3163,foids,f,o,i,d,s,12,2,4,10,1,29
3164,foils,f,o,i,l,s,12,2,4,5,1,24
3165,foins,f,o,i,n,s,12,2,4,6,1,25
3166,folds,f,o,l,d,s,12,2,6,10,1,31
3167,foley,f,o,l,e,y,12,2,6,1,3,24
3168,folia,f,o,l,i,a,12,2,6,4,5,29
3169,folic,f,o,l,i,c,12,2,6,4,16,40
3170,folie,f,o,l,i,e,12,2,6,4,2,26
3171,folks,f,o,l,k,s,12,2,6,9,1,30
3172,folky,f,o,l,k,y,12,2,6,9,3,32
3173,fomes,f,o,m,e,s,12,2,11,1,1,27
3174,fonda,f,o,n,d,a,12,2,3,10,5,32
3175,fonds,f,o,n,d,s,12,2,3,10,1,28
3176,fondu,f,o,n,d,u,12,2,3,10,18,45
3177,fones,f,o,n,e,s,12,2,3,1,1,19
3178,fonly,f,o,n,l,y,12,2,3,5,3,25
3179,fonts,f,o,n,t,s,12,2,3,3,1,21
3180,foods,f,o,o,d,s,12,2,5,10,1,30
3181,foody,f,o,o,d,y,12,2,5,10,3,32
3182,fools,f,o,o,l,s,12,2,5,5,1,25
3183,foots,f,o,o,t,s,12,2,5,3,1,23
3184,footy,f,o,o,t,y,12,2,5,3,3,25
3185,foram,f,o,r,a,m,12,2,1,2,14,31
3186,forbs,f,o,r,b,s,12,2,1,17,1,33
3187,forby,f,o,r,b,y,12,2,1,17,3,35
3188,fordo,f,o,r,d,o,12,2,1,10,9,34
3189,fords,f,o,r,d,s,12,2,1,10,1,26
3190,forel,f,o,r,e,l,12,2,1,1,10,26
3191,fores,f,o,r,e,s,12,2,1,1,1,17
3192,forex,f,o,r,e,x,12,2,1,1,19,35
3193,forks,f,o,r,k,s,12,2,1,9,1,25
3194,forky,f,o,r,k,y,12,2,1,9,3,27
3195,forme,f,o,r,m,e,12,2,1,14,2,31
3196,forms,f,o,r,m,s,12,2,1,14,1,30
3197,forts,f,o,r,t,s,12,2,1,3,1,19
3198,forza,f,o,r,z,a,12,2,1,21,5,41
3199,forze,f,o,r,z,e,12,2,1,21,2,38
3200,fossa,f,o,s,s,a,12,2,10,13,5,42
3201,fosse,f,o,s,s,e,12,2,10,13,2,39
3202,fouat,f,o,u,a,t,12,2,9,2,6,31
3203,fouds,f,o,u,d,s,12,2,9,10,1,34
3204,fouer,f,o,u,e,r,12,2,9,1,7,31
3205,fouet,f,o,u,e,t,12,2,9,1,6,30
3206,foule,f,o,u,l,e,12,2,9,5,2,30
3207,fouls,f,o,u,l,s,12,2,9,5,1,29
3208,fount,f,o,u,n,t,12,2,9,6,6,35
3209,fours,f,o,u,r,s,12,2,9,7,1,31
3210,fouth,f,o,u,t,h,12,2,9,3,12,38
3211,fovea,f,o,v,e,a,12,2,19,1,5,39
3212,fowls,f,o,w,l,s,12,2,18,5,1,38
3213,fowth,f,o,w,t,h,12,2,18,3,12,47
3214,foxed,f,o,x,e,d,12,2,23,1,4,42
3215,foxes,f,o,x,e,s,12,2,23,1,1,39
3216,foxie,f,o,x,i,e,12,2,23,4,2,43
3217,foyle,f,o,y,l,e,12,2,20,5,2,41
3218,foyne,f,o,y,n,e,12,2,20,6,2,42
3219,frabs,f,r,a,b,s,12,6,2,17,1,38
3220,frack,f,r,a,c,k,12,6,2,16,13,49
3221,fract,f,r,a,c,t,12,6,2,16,6,42
3222,frags,f,r,a,g,s,12,6,2,12,1,33
3223,fraim,f,r,a,i,m,12,6,2,4,14,38
3224,franc,f,r,a,n,c,12,6,2,6,16,42
3225,frape,f,r,a,p,e,12,6,2,11,2,33
3226,fraps,f,r,a,p,s,12,6,2,11,1,32
3227,frass,f,r,a,s,s,12,6,2,13,1,34
3228,frate,f,r,a,t,e,12,6,2,3,2,25
3229,frati,f,r,a,t,i,12,6,2,3,11,34
3230,frats,f,r,a,t,s,12,6,2,3,1,24
3231,fraus,f,r,a,u,s,12,6,2,15,1,36
3232,frays,f,r,a,y,s,12,6,2,22,1,43
3233,frees,f,r,e,e,s,12,6,7,1,1,27
3234,freet,f,r,e,e,t,12,6,7,1,6,32
3235,freit,f,r,e,i,t,12,6,7,4,6,35
3236,fremd,f,r,e,m,d,12,6,7,14,4,43
3237,frena,f,r,e,n,a,12,6,7,6,5,36
3238,freon,f,r,e,o,n,12,6,7,8,8,41
3239,frere,f,r,e,r,e,12,6,7,7,2,34
3240,frets,f,r,e,t,s,12,6,7,3,1,29
3241,fribs,f,r,i,b,s,12,6,4,17,1,40
3242,frier,f,r,i,e,r,12,6,4,1,7,30
3243,fries,f,r,i,e,s,12,6,4,1,1,24
3244,frigs,f,r,i,g,s,12,6,4,12,1,35
3245,frise,f,r,i,s,e,12,6,4,13,2,37
3246,frist,f,r,i,s,t,12,6,4,13,6,41
3247,frith,f,r,i,t,h,12,6,4,3,12,37
3248,frits,f,r,i,t,s,12,6,4,3,1,26
3249,fritt,f,r,i,t,t,12,6,4,3,6,31
3250,frize,f,r,i,z,e,12,6,4,21,2,45
3251,frizz,f,r,i,z,z,12,6,4,21,23,66
3252,froes,f,r,o,e,s,12,6,5,1,1,25
3253,frogs,f,r,o,g,s,12,6,5,12,1,36
3254,frons,f,r,o,n,s,12,6,5,6,1,30
3255,frore,f,r,o,r,e,12,6,5,7,2,32
3256,frorn,f,r,o,r,n,12,6,5,7,8,38
3257,frory,f,r,o,r,y,12,6,5,7,3,33
3258,frosh,f,r,o,s,h,12,6,5,13,12,48
3259,frows,f,r,o,w,s,12,6,5,23,1,47
3260,frowy,f,r,o,w,y,12,6,5,23,3,49
3261,frugs,f,r,u,g,s,12,6,9,12,1,40
3262,frump,f,r,u,m,p,12,6,9,14,17,58
3263,frush,f,r,u,s,h,12,6,9,13,12,52
3264,frust,f,r,u,s,t,12,6,9,13,6,46
3265,fryer,f,r,y,e,r,12,6,20,1,7,46
3266,fubar,f,u,b,a,r,12,5,16,2,7,42
3267,fubby,f,u,b,b,y,12,5,16,17,3,53
3268,fubsy,f,u,b,s,y,12,5,16,13,3,49
3269,fucks,f,u,c,k,s,12,5,12,9,1,39
3270,fucus,f,u,c,u,s,12,5,12,15,1,45
3271,fuddy,f,u,d,d,y,12,5,13,10,3,43
3272,fudgy,f,u,d,g,y,12,5,13,12,3,45
3273,fuels,f,u,e,l,s,12,5,7,5,1,30
3274,fuero,f,u,e,r,o,12,5,7,7,9,40
3275,fuffs,f,u,f,f,s,12,5,21,19,1,58
3276,fuffy,f,u,f,f,y,12,5,21,19,3,60
3277,fugal,f,u,g,a,l,12,5,15,2,10,44
3278,fuggy,f,u,g,g,y,12,5,15,12,3,47
3279,fugie,f,u,g,i,e,12,5,15,4,2,38
3280,fugio,f,u,g,i,o,12,5,15,4,9,45
3281,fugle,f,u,g,l,e,12,5,15,5,2,39
3282,fugly,f,u,g,l,y,12,5,15,5,3,40
3283,fugus,f,u,g,u,s,12,5,15,15,1,48
3284,fujis,f,u,j,i,s,12,5,25,4,1,47
3285,fulls,f,u,l,l,s,12,5,6,5,1,29
3286,fumed,f,u,m,e,d,12,5,11,1,4,33
3287,fumer,f,u,m,e,r,12,5,11,1,7,36
3288,fumes,f,u,m,e,s,12,5,11,1,1,30
3289,fumet,f,u,m,e,t,12,5,11,1,6,35
3290,fundi,f,u,n,d,i,12,5,3,10,11,41
3291,funds,f,u,n,d,s,12,5,3,10,1,31
3292,fundy,f,u,n,d,y,12,5,3,10,3,33
3293,fungo,f,u,n,g,o,12,5,3,12,9,41
3294,fungs,f,u,n,g,s,12,5,3,12,1,33
3295,funks,f,u,n,k,s,12,5,3,9,1,30
3296,fural,f,u,r,a,l,12,5,1,2,10,30
3297,furan,f,u,r,a,n,12,5,1,2,8,28
3298,furca,f,u,r,c,a,12,5,1,16,5,39
3299,furls,f,u,r,l,s,12,5,1,5,1,24
3300,furol,f,u,r,o,l,12,5,1,8,10,36
3301,furrs,f,u,r,r,s,12,5,1,7,1,26
3302,furth,f,u,r,t,h,12,5,1,3,12,33
3303,furze,f,u,r,z,e,12,5,1,21,2,41
3304,furzy,f,u,r,z,y,12,5,1,21,3,42
3305,fused,f,u,s,e,d,12,5,10,1,4,32
3306,fusee,f,u,s,e,e,12,5,10,1,2,30
3307,fusel,f,u,s,e,l,12,5,10,1,10,38
3308,fuses,f,u,s,e,s,12,5,10,1,1,29
3309,fusil,f,u,s,i,l,12,5,10,4,10,41
3310,fusks,f,u,s,k,s,12,5,10,9,1,37
3311,fusts,f,u,s,t,s,12,5,10,3,1,31
3312,fusty,f,u,s,t,y,12,5,10,3,3,33
3313,futon,f,u,t,o,n,12,5,8,8,8,41
3314,fuzed,f,u,z,e,d,12,5,22,1,4,44
3315,fuzee,f,u,z,e,e,12,5,22,1,2,42
3316,fuzes,f,u,z,e,s,12,5,22,1,1,41
3317,fuzil,f,u,z,i,l,12,5,22,4,10,53
3318,fyces,f,y,c,e,s,12,10,12,1,1,36
3319,fyked,f,y,k,e,d,12,10,17,1,4,44
3320,fykes,f,y,k,e,s,12,10,17,1,1,41
3321,fyles,f,y,l,e,s,12,10,6,1,1,30
3322,fyrds,f,y,r,d,s,12,10,1,10,1,34
3323,fytte,f,y,t,t,e,12,10,8,3,2,35
3324,gabba,g,a,b,b,a,9,1,16,17,5,48
3325,gabby,g,a,b,b,y,9,1,16,17,3,46
3326,gable,g,a,b,l,e,9,1,16,5,2,33
3327,gaddi,g,a,d,d,i,9,1,13,10,11,44
3328,gades,g,a,d,e,s,9,1,13,1,1,25
3329,gadge,g,a,d,g,e,9,1,13,12,2,37
3330,gadid,g,a,d,i,d,9,1,13,4,4,31
3331,gadis,g,a,d,i,s,9,1,13,4,1,28
3332,gadje,g,a,d,j,e,9,1,13,24,2,49
3333,gadjo,g,a,d,j,o,9,1,13,24,9,56
3334,gadso,g,a,d,s,o,9,1,13,13,9,45
3335,gaffs,g,a,f,f,s,9,1,21,19,1,51
3336,gaged,g,a,g,e,d,9,1,15,1,4,30
3337,gager,g,a,g,e,r,9,1,15,1,7,33
3338,gages,g,a,g,e,s,9,1,15,1,1,27
3339,gaids,g,a,i,d,s,9,1,4,10,1,25
3340,gains,g,a,i,n,s,9,1,4,6,1,21
3341,gairs,g,a,i,r,s,9,1,4,7,1,22
3342,gaita,g,a,i,t,a,9,1,4,3,5,22
3343,gaits,g,a,i,t,s,9,1,4,3,1,18
3344,gaitt,g,a,i,t,t,9,1,4,3,6,23
3345,gajos,g,a,j,o,s,9,1,25,8,1,44
3346,galah,g,a,l,a,h,9,1,6,2,12,30
3347,galas,g,a,l,a,s,9,1,6,2,1,19
3348,galax,g,a,l,a,x,9,1,6,2,19,37
3349,galea,g,a,l,e,a,9,1,6,1,5,22
3350,galed,g,a,l,e,d,9,1,6,1,4,21
3351,gales,g,a,l,e,s,9,1,6,1,1,18
3352,galls,g,a,l,l,s,9,1,6,5,1,22
3353,gally,g,a,l,l,y,9,1,6,5,3,24
3354,galop,g,a,l,o,p,9,1,6,8,17,41
3355,galut,g,a,l,u,t,9,1,6,15,6,37
3356,galvo,g,a,l,v,o,9,1,6,20,9,45
3357,gamas,g,a,m,a,s,9,1,11,2,1,24
3358,gamay,g,a,m,a,y,9,1,11,2,3,26
3359,gamba,g,a,m,b,a,9,1,11,17,5,43
3360,gambe,g,a,m,b,e,9,1,11,17,2,40
3361,gambo,g,a,m,b,o,9,1,11,17,9,47
3362,gambs,g,a,m,b,s,9,1,11,17,1,39
3363,gamed,g,a,m,e,d,9,1,11,1,4,26
3364,games,g,a,m,e,s,9,1,11,1,1,23
3365,gamey,g,a,m,e,y,9,1,11,1,3,25
3366,gamic,g,a,m,i,c,9,1,11,4,16,41
3367,gamin,g,a,m,i,n,9,1,11,4,8,33
3368,gamme,g,a,m,m,e,9,1,11,14,2,37
3369,gammy,g,a,m,m,y,9,1,11,14,3,38
3370,gamps,g,a,m,p,s,9,1,11,11,1,33
3371,ganch,g,a,n,c,h,9,1,3,16,12,41
3372,gandy,g,a,n,d,y,9,1,3,10,3,26
3373,ganef,g,a,n,e,f,9,1,3,1,20,34
3374,ganev,g,a,n,e,v,9,1,3,1,24,38
3375,gangs,g,a,n,g,s,9,1,3,12,1,26
3376,ganja,g,a,n,j,a,9,1,3,24,5,42
3377,ganof,g,a,n,o,f,9,1,3,8,20,41
3378,gants,g,a,n,t,s,9,1,3,3,1,17
3379,gaols,g,a,o,l,s,9,1,5,5,1,21
3380,gaped,g,a,p,e,d,9,1,14,1,4,29
3381,gaper,g,a,p,e,r,9,1,14,1,7,32
3382,gapes,g,a,p,e,s,9,1,14,1,1,26
3383,gapos,g,a,p,o,s,9,1,14,8,1,33
3384,gappy,g,a,p,p,y,9,1,14,11,3,38
3385,garbe,g,a,r,b,e,9,1,1,17,2,30
3386,garbo,g,a,r,b,o,9,1,1,17,9,37
3387,garbs,g,a,r,b,s,9,1,1,17,1,29
3388,garda,g,a,r,d,a,9,1,1,10,5,26
3389,gares,g,a,r,e,s,9,1,1,1,1,13
3390,garis,g,a,r,i,s,9,1,1,4,1,16
3391,garms,g,a,r,m,s,9,1,1,14,1,26
3392,garni,g,a,r,n,i,9,1,1,6,11,28
3393,garre,g,a,r,r,e,9,1,1,7,2,20
3394,garth,g,a,r,t,h,9,1,1,3,12,26
3395,garum,g,a,r,u,m,9,1,1,15,14,40
3396,gases,g,a,s,e,s,9,1,10,1,1,22
3397,gasps,g,a,s,p,s,9,1,10,11,1,32
3398,gaspy,g,a,s,p,y,9,1,10,11,3,34
3399,gasts,g,a,s,t,s,9,1,10,3,1,24
3400,gatch,g,a,t,c,h,9,1,8,16,12,46
3401,gated,g,a,t,e,d,9,1,8,1,4,23
3402,gater,g,a,t,e,r,9,1,8,1,7,26
3403,gates,g,a,t,e,s,9,1,8,1,1,20
3404,gaths,g,a,t,h,s,9,1,8,18,1,37
3405,gator,g,a,t,o,r,9,1,8,8,7,33
3406,gauch,g,a,u,c,h,9,1,9,16,12,47
3407,gaucy,g,a,u,c,y,9,1,9,16,3,38
3408,gauds,g,a,u,d,s,9,1,9,10,1,30
3409,gauje,g,a,u,j,e,9,1,9,24,2,45
3410,gault,g,a,u,l,t,9,1,9,5,6,30
3411,gaums,g,a,u,m,s,9,1,9,14,1,34
3412,gaumy,g,a,u,m,y,9,1,9,14,3,36
3413,gaups,g,a,u,p,s,9,1,9,11,1,31
3414,gaurs,g,a,u,r,s,9,1,9,7,1,27
3415,gauss,g,a,u,s,s,9,1,9,13,1,33
3416,gauzy,g,a,u,z,y,9,1,9,21,3,43
3417,gavot,g,a,v,o,t,9,1,19,8,6,43
3418,gawcy,g,a,w,c,y,9,1,18,16,3,47
3419,gawds,g,a,w,d,s,9,1,18,10,1,39
3420,gawks,g,a,w,k,s,9,1,18,9,1,38
3421,gawps,g,a,w,p,s,9,1,18,11,1,40
3422,gawsy,g,a,w,s,y,9,1,18,13,3,44
3423,gayal,g,a,y,a,l,9,1,20,2,10,42
3424,gazal,g,a,z,a,l,9,1,22,2,10,44
3425,gazar,g,a,z,a,r,9,1,22,2,7,41
3426,gazed,g,a,z,e,d,9,1,22,1,4,37
3427,gazes,g,a,z,e,s,9,1,22,1,1,34
3428,gazon,g,a,z,o,n,9,1,22,8,8,48
3429,gazoo,g,a,z,o,o,9,1,22,8,9,49
3430,geals,g,e,a,l,s,9,3,2,5,1,20
3431,geans,g,e,a,n,s,9,3,2,6,1,21
3432,geare,g,e,a,r,e,9,3,2,7,2,23
3433,gears,g,e,a,r,s,9,3,2,7,1,22
3434,geats,g,e,a,t,s,9,3,2,3,1,18
3435,gebur,g,e,b,u,r,9,3,16,15,7,50
3436,gecks,g,e,c,k,s,9,3,12,9,1,34
3437,geeks,g,e,e,k,s,9,3,7,9,1,29
3438,geeps,g,e,e,p,s,9,3,7,11,1,31
3439,geest,g,e,e,s,t,9,3,7,13,6,38
3440,geist,g,e,i,s,t,9,3,4,13,6,35
3441,geits,g,e,i,t,s,9,3,4,3,1,20
3442,gelds,g,e,l,d,s,9,3,6,10,1,29
3443,gelee,g,e,l,e,e,9,3,6,1,2,21
3444,gelid,g,e,l,i,d,9,3,6,4,4,26
3445,gelly,g,e,l,l,y,9,3,6,5,3,26
3446,gelts,g,e,l,t,s,9,3,6,3,1,22
3447,gemel,g,e,m,e,l,9,3,11,1,10,34
3448,gemma,g,e,m,m,a,9,3,11,14,5,42
3449,gemmy,g,e,m,m,y,9,3,11,14,3,40
3450,gemot,g,e,m,o,t,9,3,11,8,6,37
3451,genal,g,e,n,a,l,9,3,3,2,10,27
3452,genas,g,e,n,a,s,9,3,3,2,1,18
3453,genes,g,e,n,e,s,9,3,3,1,1,17
